phase distance depth traveltime ray-parameter geometrical_spreading T*(attenuation

 P  25.0   0.0   325.02   9.141    0.0001473  1.15
 P  25.0  10.0   325.02   9.141    0.0001473  1.15
 P  25.0  20.0   325.02   9.141    0.0001473  1.15
 P  25.0  30.0   321.99   9.141    0.0001792  1.14
 P  25.0  40.0   320.05   9.141    0.0002507  1.14
 P  25.0  50.0   320.05   9.141    0.0002507  1.14
 P  25.0  60.0   320.05   9.141    0.0002507  1.14
 P  25.0  70.0   320.05   9.141    0.0002507  1.14
 P  25.0  80.0   316.11   9.141    0.0002534  1.13
 P  25.0  90.0   316.11   9.141    0.0002534  1.13
 P  25.0 100.0   316.11   9.141    0.0002534  1.13
 P  25.0 110.0   316.11   9.141    0.0002534  1.13
 P  25.0 120.0   316.11   9.141    0.0002534  1.13
 P  25.0 130.0   312.20   9.141    0.0002389  1.12
 P  25.0 140.0   312.20   9.141    0.0002389  1.12
 P  25.0 150.0   312.20   9.141    0.0002389  1.12
 P  25.0 160.0   312.20   9.141    0.0002389  1.12
 P  25.0 170.0   308.14   8.952    0.0002415  1.03
 P  25.0 180.0   308.14   8.952    0.0002415  1.03
 P  25.0 190.0   308.14   8.952    0.0002415  1.03
 P  25.0 200.0   308.14   8.952    0.0002415  1.03
 P  25.0 210.0   308.14   8.952    0.0002415  1.03
 P  25.0 220.0   304.15   8.952    0.0002509  0.98
 P  25.0 230.0   304.15   8.952    0.0002509  0.98
 P  25.0 240.0   304.15   8.952    0.0002509  0.98
 P  25.0 250.0   304.15   8.952    0.0002509  0.98
 P  25.0 260.0   304.15   8.952    0.0002509  0.98
 P  25.0 270.0   299.90   8.952    0.0002647  0.94
 P  25.0 280.0   299.90   8.952    0.0002647  0.94
 P  25.0 290.0   299.90   8.952    0.0002647  0.94
 P  25.0 300.0   299.90   8.952    0.0002647  0.94
 P  25.0 310.0   299.90   8.952    0.0002647  0.94
 P  25.0 320.0   295.87   8.952    0.0002589  0.91
 P  25.0 330.0   295.87   8.952    0.0002589  0.91
 P  25.0 340.0   295.87   8.952    0.0002589  0.91
 P  25.0 350.0   295.87   8.952    0.0002589  0.91
 P  25.0 360.0   295.87   8.952    0.0002589  0.91
 P  25.0 370.0   292.05   8.952    0.0001279  0.88
 P  25.0 380.0   292.05   8.952    0.0001279  0.88
 P  25.0 390.0   292.05   8.952    0.0001279  0.88
 P  25.0 400.0   292.05   8.952    0.0001279  0.88
 P  25.0 410.0   292.05   8.952    0.0001279  0.88
 P  25.0 420.0   288.45   8.952    0.0001757  0.85
 P  25.0 430.0   288.45   8.952    0.0001757  0.85
 P  25.0 440.0   288.45   8.952    0.0001757  0.85
 P  25.0 450.0   288.45   8.952    0.0001757  0.85
 P  25.0 460.0   288.45   8.952    0.0001757  0.85
 P  25.0 470.0   285.39   8.952    0.0001874  0.82
 P  25.0 480.0   285.39   8.952    0.0001874  0.82
 P  25.0 490.0   285.39   8.952    0.0001874  0.82
 P  25.0 500.0   285.39   8.952    0.0001874  0.82
 P  25.0 510.0   285.39   8.952    0.0001874  0.82
 P  25.0 520.0   282.55   8.952    0.0002009  0.79
 P  25.0 530.0   282.55   8.952    0.0002009  0.79
 P  25.0 540.0   282.55   8.952    0.0002009  0.79
 P  25.0 550.0   282.55   8.952    0.0002009  0.79
 P  25.0 560.0   282.55   8.952    0.0002009  0.79
 P  25.0 570.0   279.81   8.787     0.000206  0.75
 P  25.0 580.0   279.81   8.787     0.000206  0.75
 P  25.0 590.0   279.81   8.787     0.000206  0.75
 P  25.0 600.0   279.81   8.787     0.000206  0.75
 P  25.0 610.0   279.81   8.787     0.000206  0.75
 P  25.0 620.0   277.29   8.787    0.0002118  0.72
 P  25.0 630.0   277.29   8.787    0.0002118  0.72
 P  25.0 640.0   277.29   8.787    0.0002118  0.72
 P  25.0 650.0   277.29   8.787    0.0002118  0.72
 P  25.0 660.0   277.29   8.787    0.0002118  0.72
 P  25.0 670.0   275.02   8.787    0.0003099  0.69
 P  25.0 680.0   275.02   8.787    0.0003099  0.69
 P  25.0 690.0   275.02   8.787    0.0003099  0.69
 P  25.0 700.0   275.02   8.787    0.0003099  0.69
 P  25.0 710.0   275.02   8.787    0.0003099  0.69
 P  25.0 720.0   273.68   8.644    0.0003163  0.68
 P  25.0 730.0   273.68   8.644    0.0003163  0.68
 P  25.0 740.0   273.68   8.644    0.0003163  0.68
 P  25.0 750.0   273.68   8.644    0.0003163  0.68
 P  25.0 760.0   273.68   8.644    0.0003163  0.68
 P  25.0 770.0   272.49   8.644    0.0003701  0.68
 P  25.0 780.0   272.49   8.644    0.0003701  0.68
 P  25.0 790.0   272.49   8.644    0.0003701  0.68
 P  25.0 800.0   272.49   8.644    0.0003701  0.68
 P  26.0   0.0   334.16   9.141    0.0001404  1.16
 P  26.0  10.0   334.16   9.141    0.0001404  1.16
 P  26.0  20.0   334.16   9.141    0.0001404  1.16
 P  26.0  30.0   331.13   9.141    0.0001642  1.15
 P  26.0  40.0   329.19   9.141    0.0002297  1.15
 P  26.0  50.0   329.19   9.141    0.0002297  1.15
 P  26.0  60.0   329.19   9.141    0.0002297  1.15
 P  26.0  70.0   329.19   9.141    0.0002297  1.15
 P  26.0  80.0   325.19   8.952     0.000226  1.11
 P  26.0  90.0   325.19   8.952     0.000226  1.11
 P  26.0 100.0   325.19   8.952     0.000226  1.11
 P  26.0 110.0   325.19   8.952     0.000226  1.11
 P  26.0 120.0   325.19   8.952     0.000226  1.11
 P  26.0 130.0   321.22   8.952    0.0002284  1.10
 P  26.0 140.0   321.22   8.952    0.0002284  1.10
 P  26.0 150.0   321.22   8.952    0.0002284  1.10
 P  26.0 160.0   321.22   8.952    0.0002284  1.10
 P  26.0 170.0   317.09   8.952    0.0002371  1.04
 P  26.0 180.0   317.09   8.952    0.0002371  1.04
 P  26.0 190.0   317.09   8.952    0.0002371  1.04
 P  26.0 200.0   317.09   8.952    0.0002371  1.04
 P  26.0 210.0   317.09   8.952    0.0002371  1.04
 P  26.0 220.0   313.10   8.952     0.000228  0.99
 P  26.0 230.0   313.10   8.952     0.000228  0.99
 P  26.0 240.0   313.10   8.952     0.000228  0.99
 P  26.0 250.0   313.10   8.952     0.000228  0.99
 P  26.0 260.0   313.10   8.952     0.000228  0.99
 P  26.0 270.0   308.85   8.952    0.0002406  0.95
 P  26.0 280.0   308.85   8.952    0.0002406  0.95
 P  26.0 290.0   308.85   8.952    0.0002406  0.95
 P  26.0 300.0   308.85   8.952    0.0002406  0.95
 P  26.0 310.0   308.85   8.952    0.0002406  0.95
 P  26.0 320.0   304.82   8.952    0.0001405  0.92
 P  26.0 330.0   304.82   8.952    0.0001405  0.92
 P  26.0 340.0   304.82   8.952    0.0001405  0.92
 P  26.0 350.0   304.82   8.952    0.0001405  0.92
 P  26.0 360.0   304.82   8.952    0.0001405  0.92
 P  26.0 370.0   301.00   8.952    0.0001488  0.89
 P  26.0 380.0   301.00   8.952    0.0001488  0.89
 P  26.0 390.0   301.00   8.952    0.0001488  0.89
 P  26.0 400.0   301.00   8.952    0.0001488  0.89
 P  26.0 410.0   301.00   8.952    0.0001488  0.89
 P  26.0 420.0   297.41   8.952    0.0001725  0.86
 P  26.0 430.0   297.41   8.952    0.0001725  0.86
 P  26.0 440.0   297.41   8.952    0.0001725  0.86
 P  26.0 450.0   297.41   8.952    0.0001725  0.86
 P  26.0 460.0   297.41   8.952    0.0001725  0.86
 P  26.0 470.0   294.30   8.787    0.0001766  0.81
 P  26.0 480.0   294.30   8.787    0.0001766  0.81
 P  26.0 490.0   294.30   8.787    0.0001766  0.81
 P  26.0 500.0   294.30   8.787    0.0001766  0.81
 P  26.0 510.0   294.30   8.787    0.0001766  0.81
 P  26.0 520.0   291.34   8.787    0.0001483  0.79
 P  26.0 530.0   291.34   8.787    0.0001483  0.79
 P  26.0 540.0   291.34   8.787    0.0001483  0.79
 P  26.0 550.0   291.34   8.787    0.0001483  0.79
 P  26.0 560.0   291.34   8.787    0.0001483  0.79
 P  26.0 570.0   288.60   8.787    0.0001925  0.76
 P  26.0 580.0   288.60   8.787    0.0001925  0.76
 P  26.0 590.0   288.60   8.787    0.0001925  0.76
 P  26.0 600.0   288.60   8.787    0.0001925  0.76
 P  26.0 610.0   288.60   8.787    0.0001925  0.76
 P  26.0 620.0   286.08   8.787     0.000208  0.73
 P  26.0 630.0   286.08   8.787     0.000208  0.73
 P  26.0 640.0   286.08   8.787     0.000208  0.73
 P  26.0 650.0   286.08   8.787     0.000208  0.73
 P  26.0 660.0   286.08   8.787     0.000208  0.73
 P  26.0 670.0   283.81   8.787    0.0003043  0.70
 P  26.0 680.0   283.81   8.787    0.0003043  0.70
 P  26.0 690.0   283.81   8.787    0.0003043  0.70
 P  26.0 700.0   283.81   8.787    0.0003043  0.70
 P  26.0 710.0   283.81   8.787    0.0003043  0.70
 P  26.0 720.0   282.32   8.644    0.0003046  0.69
 P  26.0 730.0   282.32   8.644    0.0003046  0.69
 P  26.0 740.0   282.32   8.644    0.0003046  0.69
 P  26.0 750.0   282.32   8.644    0.0003046  0.69
 P  26.0 760.0   282.32   8.644    0.0003046  0.69
 P  26.0 770.0   281.12   8.502    0.0003109  0.68
 P  26.0 780.0   281.12   8.502    0.0003109  0.68
 P  26.0 790.0   281.12   8.502    0.0003109  0.68
 P  26.0 800.0   281.12   8.502    0.0003109  0.68
 P  27.0   0.0   343.16   8.952    0.0001357  1.14
 P  27.0  10.0   343.16   8.952    0.0001357  1.14
 P  27.0  20.0   343.16   8.952    0.0001357  1.14
 P  27.0  30.0   340.11   8.952    0.0001584  1.13
 P  27.0  40.0   338.15   8.952    0.0002198  1.13
 P  27.0  50.0   338.15   8.952    0.0002198  1.13
 P  27.0  60.0   338.15   8.952    0.0002198  1.13
 P  27.0  70.0   338.15   8.952    0.0002198  1.13
 P  27.0  80.0   334.14   8.952    0.0002221  1.12
 P  27.0  90.0   334.14   8.952    0.0002221  1.12
 P  27.0 100.0   334.14   8.952    0.0002221  1.12
 P  27.0 110.0   334.14   8.952    0.0002221  1.12
 P  27.0 120.0   334.14   8.952    0.0002221  1.12
 P  27.0 130.0   330.17   8.952    0.0002245  1.11
 P  27.0 140.0   330.17   8.952    0.0002245  1.11
 P  27.0 150.0   330.17   8.952    0.0002245  1.11
 P  27.0 160.0   330.17   8.952    0.0002245  1.11
 P  27.0 170.0   326.04   8.952    0.0002157  1.06
 P  27.0 180.0   326.04   8.952    0.0002157  1.06
 P  27.0 190.0   326.04   8.952    0.0002157  1.06
 P  27.0 200.0   326.04   8.952    0.0002157  1.06
 P  27.0 210.0   326.04   8.952    0.0002157  1.06
 P  27.0 220.0   322.05   8.952    0.0001238  1.00
 P  27.0 230.0   322.05   8.952    0.0001238  1.00
 P  27.0 240.0   322.05   8.952    0.0001238  1.00
 P  27.0 250.0   322.05   8.952    0.0001238  1.00
 P  27.0 260.0   322.05   8.952    0.0001238  1.00
 P  27.0 270.0   317.80   8.952    0.0001306  0.96
 P  27.0 280.0   317.80   8.952    0.0001306  0.96
 P  27.0 290.0   317.80   8.952    0.0001306  0.96
 P  27.0 300.0   317.80   8.952    0.0001306  0.96
 P  27.0 310.0   317.80   8.952    0.0001306  0.96
 P  27.0 320.0   313.77   8.952     0.000138  0.93
 P  27.0 330.0   313.77   8.952     0.000138  0.93
 P  27.0 340.0   313.77   8.952     0.000138  0.93
 P  27.0 350.0   313.77   8.952     0.000138  0.93
 P  27.0 360.0   313.77   8.952     0.000138  0.93
 P  27.0 370.0   309.95   8.787    0.0001418  0.88
 P  27.0 380.0   309.95   8.787    0.0001418  0.88
 P  27.0 390.0   309.95   8.787    0.0001418  0.88
 P  27.0 400.0   309.95   8.787    0.0001418  0.88
 P  27.0 410.0   309.95   8.787    0.0001418  0.88
 P  27.0 420.0   306.26   8.787    0.0001633  0.85
 P  27.0 430.0   306.26   8.787    0.0001633  0.85
 P  27.0 440.0   306.26   8.787    0.0001633  0.85
 P  27.0 450.0   306.26   8.787    0.0001633  0.85
 P  27.0 460.0   306.26   8.787    0.0001633  0.85
 P  27.0 470.0   303.09   8.787    0.0001652  0.82
 P  27.0 480.0   303.09   8.787    0.0001652  0.82
 P  27.0 490.0   303.09   8.787    0.0001652  0.82
 P  27.0 500.0   303.09   8.787    0.0001652  0.82
 P  27.0 510.0   303.09   8.787    0.0001652  0.82
 P  27.0 520.0   300.13   8.787    0.0001763  0.80
 P  27.0 530.0   300.13   8.787    0.0001763  0.80
 P  27.0 540.0   300.13   8.787    0.0001763  0.80
 P  27.0 550.0   300.13   8.787    0.0001763  0.80
 P  27.0 560.0   300.13   8.787    0.0001763  0.80
 P  27.0 570.0   297.38   8.787    0.0001891  0.77
 P  27.0 580.0   297.38   8.787    0.0001891  0.77
 P  27.0 590.0   297.38   8.787    0.0001891  0.77
 P  27.0 600.0   297.38   8.787    0.0001891  0.77
 P  27.0 610.0   297.38   8.787    0.0001891  0.77
 P  27.0 620.0   294.87   8.787    0.0002043  0.74
 P  27.0 630.0   294.87   8.787    0.0002043  0.74
 P  27.0 640.0   294.87   8.787    0.0002043  0.74
 P  27.0 650.0   294.87   8.787    0.0002043  0.74
 P  27.0 660.0   294.87   8.787    0.0002043  0.74
 P  27.0 670.0   292.46   8.644    0.0003108  0.70
 P  27.0 680.0   292.46   8.644    0.0003108  0.70
 P  27.0 690.0   292.46   8.644    0.0003108  0.70
 P  27.0 700.0   292.46   8.644    0.0003108  0.70
 P  27.0 710.0   292.46   8.644    0.0003108  0.70
 P  27.0 720.0   290.97   8.644    0.0002993  0.70
 P  27.0 730.0   290.97   8.644    0.0002993  0.70
 P  27.0 740.0   290.97   8.644    0.0002993  0.70
 P  27.0 750.0   290.97   8.644    0.0002993  0.70
 P  27.0 760.0   290.97   8.644    0.0002993  0.70
 P  27.0 770.0   289.62   8.502    0.0003518  0.69
 P  27.0 780.0   289.62   8.502    0.0003518  0.69
 P  27.0 790.0   289.62   8.502    0.0003518  0.69
 P  27.0 800.0   289.62   8.502    0.0003518  0.69
 P  28.0   0.0   352.11   8.952    0.0001334  1.15
 P  28.0  10.0   352.11   8.952    0.0001334  1.15
 P  28.0  20.0   352.11   8.952    0.0001334  1.15
 P  28.0  30.0   349.06   8.952    0.0001558  1.14
 P  28.0  40.0   347.10   8.952    0.0002001  1.14
 P  28.0  50.0   347.10   8.952    0.0002001  1.14
 P  28.0  60.0   347.10   8.952    0.0002001  1.14
 P  28.0  70.0   347.10   8.952    0.0002001  1.14
 P  28.0  80.0   343.10   8.952    0.0002108  1.13
 P  28.0  90.0   343.10   8.952    0.0002108  1.13
 P  28.0 100.0   343.10   8.952    0.0002108  1.13
 P  28.0 110.0   343.10   8.952    0.0002108  1.13
 P  28.0 120.0   343.10   8.952    0.0002108  1.13
 P  28.0 130.0   339.12   8.952    0.0001129  1.13
 P  28.0 140.0   339.12   8.952    0.0001129  1.13
 P  28.0 150.0   339.12   8.952    0.0001129  1.13
 P  28.0 160.0   339.12   8.952    0.0001129  1.13
 P  28.0 170.0   334.99   8.952    0.0001172  1.07
 P  28.0 180.0   334.99   8.952    0.0001172  1.07
 P  28.0 190.0   334.99   8.952    0.0001172  1.07
 P  28.0 200.0   334.99   8.952    0.0001172  1.07
 P  28.0 210.0   334.99   8.952    0.0001172  1.07
 P  28.0 220.0   331.00   8.952    0.0001217  1.01
 P  28.0 230.0   331.00   8.952    0.0001217  1.01
 P  28.0 240.0   331.00   8.952    0.0001217  1.01
 P  28.0 250.0   331.00   8.952    0.0001217  1.01
 P  28.0 260.0   331.00   8.952    0.0001217  1.01
 P  28.0 270.0   326.75   8.787    0.0001251  0.96
 P  28.0 280.0   326.75   8.787    0.0001251  0.96
 P  28.0 290.0   326.75   8.787    0.0001251  0.96
 P  28.0 300.0   326.75   8.787    0.0001251  0.96
 P  28.0 310.0   326.75   8.787    0.0001251  0.96
 P  28.0 320.0   322.64   8.787     0.000132  0.92
 P  28.0 330.0   322.64   8.787     0.000132  0.92
 P  28.0 340.0   322.64   8.787     0.000132  0.92
 P  28.0 350.0   322.64   8.787     0.000132  0.92
 P  28.0 360.0   322.64   8.787     0.000132  0.92
 P  28.0 370.0   318.74   8.787    0.0001395  0.89
 P  28.0 380.0   318.74   8.787    0.0001395  0.89
 P  28.0 390.0   318.74   8.787    0.0001395  0.89
 P  28.0 400.0   318.74   8.787    0.0001395  0.89
 P  28.0 410.0   318.74   8.787    0.0001395  0.89
 P  28.0 420.0   315.05   8.787    0.0001528  0.86
 P  28.0 430.0   315.05   8.787    0.0001528  0.86
 P  28.0 440.0   315.05   8.787    0.0001528  0.86
 P  28.0 450.0   315.05   8.787    0.0001528  0.86
 P  28.0 460.0   315.05   8.787    0.0001528  0.86
 P  28.0 470.0   311.88   8.787    0.0001624  0.83
 P  28.0 480.0   311.88   8.787    0.0001624  0.83
 P  28.0 490.0   311.88   8.787    0.0001624  0.83
 P  28.0 500.0   311.88   8.787    0.0001624  0.83
 P  28.0 510.0   311.88   8.787    0.0001624  0.83
 P  28.0 520.0   308.92   8.787    0.0001733  0.81
 P  28.0 530.0   308.92   8.787    0.0001733  0.81
 P  28.0 540.0   308.92   8.787    0.0001733  0.81
 P  28.0 550.0   308.92   8.787    0.0001733  0.81
 P  28.0 560.0   308.92   8.787    0.0001733  0.81
 P  28.0 570.0   306.15   8.644    0.0001784  0.77
 P  28.0 580.0   306.15   8.644    0.0001784  0.77
 P  28.0 590.0   306.15   8.644    0.0001784  0.77
 P  28.0 600.0   306.15   8.644    0.0001784  0.77
 P  28.0 610.0   306.15   8.644    0.0001784  0.77
 P  28.0 620.0   303.52   8.644    0.0002193  0.74
 P  28.0 630.0   303.52   8.644    0.0002193  0.74
 P  28.0 640.0   303.52   8.644    0.0002193  0.74
 P  28.0 650.0   303.52   8.644    0.0002193  0.74
 P  28.0 660.0   303.52   8.644    0.0002193  0.74
 P  28.0 670.0   301.11   8.644    0.0002594  0.71
 P  28.0 680.0   301.11   8.644    0.0002594  0.71
 P  28.0 690.0   301.11   8.644    0.0002594  0.71
 P  28.0 700.0   301.11   8.644    0.0002594  0.71
 P  28.0 710.0   301.11   8.644    0.0002594  0.71
 P  28.0 720.0   299.55   8.502    0.0003051  0.71
 P  28.0 730.0   299.55   8.502    0.0003051  0.71
 P  28.0 740.0   299.55   8.502    0.0003051  0.71
 P  28.0 750.0   299.55   8.502    0.0003051  0.71
 P  28.0 760.0   299.55   8.502    0.0003051  0.71
 P  28.0 770.0   298.13   8.502    0.0003009  0.71
 P  28.0 780.0   298.13   8.502    0.0003009  0.71
 P  28.0 790.0   298.13   8.502    0.0003009  0.71
 P  28.0 800.0   298.13   8.502    0.0003009  0.71
 P  29.0   0.0   361.06   8.952    6.713e-05  1.17
 P  29.0  10.0   361.06   8.952    6.713e-05  1.17
 P  29.0  20.0   361.06   8.952    6.713e-05  1.17
 P  29.0  30.0   358.01   8.952    7.837e-05  1.15
 P  29.0  40.0   356.05   8.952    0.0001088  1.15
 P  29.0  50.0   356.05   8.952    0.0001088  1.15
 P  29.0  60.0   356.05   8.952    0.0001088  1.15
 P  29.0  70.0   356.05   8.952    0.0001088  1.15
 P  29.0  80.0   352.05   8.952    0.0001099  1.15
 P  29.0  90.0   352.05   8.952    0.0001099  1.15
 P  29.0 100.0   352.05   8.952    0.0001099  1.15
 P  29.0 110.0   352.05   8.952    0.0001099  1.15
 P  29.0 120.0   352.05   8.952    0.0001099  1.15
 P  29.0 130.0   348.07   8.952    0.0001111  1.14
 P  29.0 140.0   348.07   8.952    0.0001111  1.14
 P  29.0 150.0   348.07   8.952    0.0001111  1.14
 P  29.0 160.0   348.07   8.952    0.0001111  1.14
 P  29.0 170.0   343.91   8.787    0.0001126  1.06
 P  29.0 180.0   343.91   8.787    0.0001126  1.06
 P  29.0 190.0   343.91   8.787    0.0001126  1.06
 P  29.0 200.0   343.91   8.787    0.0001126  1.06
 P  29.0 210.0   343.91   8.787    0.0001126  1.06
 P  29.0 220.0   339.86   8.787    0.0001169  1.00
 P  29.0 230.0   339.86   8.787    0.0001169  1.00
 P  29.0 240.0   339.86   8.787    0.0001169  1.00
 P  29.0 250.0   339.86   8.787    0.0001169  1.00
 P  29.0 260.0   339.86   8.787    0.0001169  1.00
 P  29.0 270.0   335.54   8.787    0.0001231  0.97
 P  29.0 280.0   335.54   8.787    0.0001231  0.97
 P  29.0 290.0   335.54   8.787    0.0001231  0.97
 P  29.0 300.0   335.54   8.787    0.0001231  0.97
 P  29.0 310.0   335.54   8.787    0.0001231  0.97
 P  29.0 320.0   331.43   8.787    0.0001236  0.94
 P  29.0 330.0   331.43   8.787    0.0001236  0.94
 P  29.0 340.0   331.43   8.787    0.0001236  0.94
 P  29.0 350.0   331.43   8.787    0.0001236  0.94
 P  29.0 360.0   331.43   8.787    0.0001236  0.94
 P  29.0 370.0   327.52   8.787    0.0001306  0.90
 P  29.0 380.0   327.52   8.787    0.0001306  0.90
 P  29.0 390.0   327.52   8.787    0.0001306  0.90
 P  29.0 400.0   327.52   8.787    0.0001306  0.90
 P  29.0 410.0   327.52   8.787    0.0001306  0.90
 P  29.0 420.0   323.84   8.787    0.0001504  0.87
 P  29.0 430.0   323.84   8.787    0.0001504  0.87
 P  29.0 440.0   323.84   8.787    0.0001504  0.87
 P  29.0 450.0   323.84   8.787    0.0001504  0.87
 P  29.0 460.0   323.84   8.787    0.0001504  0.87
 P  29.0 470.0   320.67   8.787    0.0001598  0.85
 P  29.0 480.0   320.67   8.787    0.0001598  0.85
 P  29.0 490.0   320.67   8.787    0.0001598  0.85
 P  29.0 500.0   320.67   8.787    0.0001598  0.85
 P  29.0 510.0   320.67   8.787    0.0001598  0.85
 P  29.0 520.0   317.65   8.644     0.000188  0.81
 P  29.0 530.0   317.65   8.644     0.000188  0.81
 P  29.0 540.0   317.65   8.644     0.000188  0.81
 P  29.0 550.0   317.65   8.644     0.000188  0.81
 P  29.0 560.0   317.65   8.644     0.000188  0.81
 P  29.0 570.0   314.80   8.644    0.0002008  0.78
 P  29.0 580.0   314.80   8.644    0.0002008  0.78
 P  29.0 590.0   314.80   8.644    0.0002008  0.78
 P  29.0 600.0   314.80   8.644    0.0002008  0.78
 P  29.0 610.0   314.80   8.644    0.0002008  0.78
 P  29.0 620.0   312.16   8.644    0.0001832  0.75
 P  29.0 630.0   312.16   8.644    0.0001832  0.75
 P  29.0 640.0   312.16   8.644    0.0001832  0.75
 P  29.0 650.0   312.16   8.644    0.0001832  0.75
 P  29.0 660.0   312.16   8.644    0.0001832  0.75
 P  29.0 670.0   309.74   8.502     0.000271  0.72
 P  29.0 680.0   309.74   8.502     0.000271  0.72
 P  29.0 690.0   309.74   8.502     0.000271  0.72
 P  29.0 700.0   309.74   8.502     0.000271  0.72
 P  29.0 710.0   309.74   8.502     0.000271  0.72
 P  29.0 720.0   308.05   8.502    0.0003003  0.72
 P  29.0 730.0   308.05   8.502    0.0003003  0.72
 P  29.0 740.0   308.05   8.502    0.0003003  0.72
 P  29.0 750.0   308.05   8.502    0.0003003  0.72
 P  29.0 760.0   308.05   8.502    0.0003003  0.72
 P  29.0 770.0   306.60   8.363     0.000305  0.71
 P  29.0 780.0   306.60   8.363     0.000305  0.71
 P  29.0 790.0   306.60   8.363     0.000305  0.71
 P  29.0 800.0   306.60   8.363     0.000305  0.71
 P  30.0   0.0   370.01   8.952    6.611e-05  1.18
 P  30.0  10.0   370.01   8.952    6.611e-05  1.18
 P  30.0  20.0   370.01   8.952    6.611e-05  1.18
 P  30.0  30.0   366.95   8.787    7.593e-05  1.14
 P  30.0  40.0   364.97   8.787    0.0001047  1.14
 P  30.0  50.0   364.97   8.787    0.0001047  1.14
 P  30.0  60.0   364.97   8.787    0.0001047  1.14
 P  30.0  70.0   364.97   8.787    0.0001047  1.14
 P  30.0  80.0   360.92   8.787    0.0001058  1.14
 P  30.0  90.0   360.92   8.787    0.0001058  1.14
 P  30.0 100.0   360.92   8.787    0.0001058  1.14
 P  30.0 110.0   360.92   8.787    0.0001058  1.14
 P  30.0 120.0   360.92   8.787    0.0001058  1.14
 P  30.0 130.0   356.89   8.787    0.0001069  1.13
 P  30.0 140.0   356.89   8.787    0.0001069  1.13
 P  30.0 150.0   356.89   8.787    0.0001069  1.13
 P  30.0 160.0   356.89   8.787    0.0001069  1.13
 P  30.0 170.0   352.70   8.787    0.0001055  1.07
 P  30.0 180.0   352.70   8.787    0.0001055  1.07
 P  30.0 190.0   352.70   8.787    0.0001055  1.07
 P  30.0 200.0   352.70   8.787    0.0001055  1.07
 P  30.0 210.0   352.70   8.787    0.0001055  1.07
 P  30.0 220.0   348.65   8.787    0.0001095  1.01
 P  30.0 230.0   348.65   8.787    0.0001095  1.01
 P  30.0 240.0   348.65   8.787    0.0001095  1.01
 P  30.0 250.0   348.65   8.787    0.0001095  1.01
 P  30.0 260.0   348.65   8.787    0.0001095  1.01
 P  30.0 270.0   344.32   8.787    0.0001153  0.98
 P  30.0 280.0   344.32   8.787    0.0001153  0.98
 P  30.0 290.0   344.32   8.787    0.0001153  0.98
 P  30.0 300.0   344.32   8.787    0.0001153  0.98
 P  30.0 310.0   344.32   8.787    0.0001153  0.98
 P  30.0 320.0   340.21   8.787    0.0001217  0.95
 P  30.0 330.0   340.21   8.787    0.0001217  0.95
 P  30.0 340.0   340.21   8.787    0.0001217  0.95
 P  30.0 350.0   340.21   8.787    0.0001217  0.95
 P  30.0 360.0   340.21   8.787    0.0001217  0.95
 P  30.0 370.0   336.31   8.787    0.0001286  0.91
 P  30.0 380.0   336.31   8.787    0.0001286  0.91
 P  30.0 390.0   336.31   8.787    0.0001286  0.91
 P  30.0 400.0   336.31   8.787    0.0001286  0.91
 P  30.0 410.0   336.31   8.787    0.0001286  0.91
 P  30.0 420.0   332.61   8.644    0.0001642  0.87
 P  30.0 430.0   332.61   8.644    0.0001642  0.87
 P  30.0 440.0   332.61   8.644    0.0001642  0.87
 P  30.0 450.0   332.61   8.644    0.0001642  0.87
 P  30.0 460.0   332.61   8.644    0.0001642  0.87
 P  30.0 470.0   329.35   8.644     0.000174  0.84
 P  30.0 480.0   329.35   8.644     0.000174  0.84
 P  30.0 490.0   329.35   8.644     0.000174  0.84
 P  30.0 500.0   329.35   8.644     0.000174  0.84
 P  30.0 510.0   329.35   8.644     0.000174  0.84
 P  30.0 520.0   326.29   8.644    0.0001851  0.82
 P  30.0 530.0   326.29   8.644    0.0001851  0.82
 P  30.0 540.0   326.29   8.644    0.0001851  0.82
 P  30.0 550.0   326.29   8.644    0.0001851  0.82
 P  30.0 560.0   326.29   8.644    0.0001851  0.82
 P  30.0 570.0   323.44   8.644    0.0001678  0.79
 P  30.0 580.0   323.44   8.644    0.0001678  0.79
 P  30.0 590.0   323.44   8.644    0.0001678  0.79
 P  30.0 600.0   323.44   8.644    0.0001678  0.79
 P  30.0 610.0   323.44   8.644    0.0001678  0.79
 P  30.0 620.0   320.78   8.502    0.0001984  0.76
 P  30.0 630.0   320.78   8.502    0.0001984  0.76
 P  30.0 640.0   320.78   8.502    0.0001984  0.76
 P  30.0 650.0   320.78   8.502    0.0001984  0.76
 P  30.0 660.0   320.78   8.502    0.0001984  0.76
 P  30.0 670.0   318.25   8.502    0.0002668  0.73
 P  30.0 680.0   318.25   8.502    0.0002668  0.73
 P  30.0 690.0   318.25   8.502    0.0002668  0.73
 P  30.0 700.0   318.25   8.502    0.0002668  0.73
 P  30.0 710.0   318.25   8.502    0.0002668  0.73
 P  30.0 720.0   316.55   8.502    0.0002927  0.73
 P  30.0 730.0   316.55   8.502    0.0002927  0.73
 P  30.0 740.0   316.55   8.502    0.0002927  0.73
 P  30.0 750.0   316.55   8.502    0.0002927  0.73
 P  30.0 760.0   316.55   8.502    0.0002927  0.73
 P  30.0 770.0   314.97   8.363    0.0003003  0.72
