phase distance depth traveltime ray-parameter geometrical_spreading T*(attenuation
SH  41.0 690.0   735.26  14.346    0.0001853  2.34
SH  41.0 700.0   735.26  14.346    0.0001853  2.34
SH  41.0 710.0   735.26  14.346    0.0001853  2.34
SH  41.0 720.0   731.15  14.142    0.0001952  2.33
SH  41.0 730.0   731.15  14.142    0.0001952  2.33
SH  41.0 740.0   731.15  14.142    0.0001952  2.33
SH  41.0 750.0   731.15  14.142    0.0001952  2.33
SH  41.0 760.0   731.15  14.142    0.0001952  2.33
SH  41.0 770.0   727.35  14.142    0.0001911  2.33
SH  41.0 780.0   727.35  14.142    0.0001911  2.33
SH  41.0 790.0   727.35  14.142    0.0001911  2.33
SH  41.0 800.0   727.35  14.142    0.0001911  2.33
SH  42.0   0.0   852.12  14.766    5.734e-05  3.53
SH  42.0  10.0   852.12  14.766    5.734e-05  3.53
SH  42.0  20.0   852.12  14.766    5.734e-05  3.53
SH  42.0  30.0   846.98  14.766    6.619e-05  3.48
SH  42.0  40.0   843.64  14.766    8.262e-05  3.48
SH  42.0  50.0   843.64  14.766    8.262e-05  3.48
SH  42.0  60.0   843.64  14.766    8.262e-05  3.48
SH  42.0  70.0   843.64  14.766    8.262e-05  3.48
SH  42.0  80.0   836.07  14.766    9.305e-05  3.45
SH  42.0  90.0   836.07  14.766    9.305e-05  3.45
SH  42.0 100.0   836.07  14.766    9.305e-05  3.45
SH  42.0 110.0   836.07  14.766    9.305e-05  3.45
SH  42.0 120.0   836.07  14.766    9.305e-05  3.45
SH  42.0 130.0   828.55  14.766    9.419e-05  3.41
SH  42.0 140.0   828.55  14.766    9.419e-05  3.41
SH  42.0 150.0   828.55  14.766    9.419e-05  3.41
SH  42.0 160.0   828.55  14.766    9.419e-05  3.41
SH  42.0 170.0   820.64  14.766    9.538e-05  3.25
SH  42.0 180.0   820.64  14.766    9.538e-05  3.25
SH  42.0 190.0   820.64  14.766    9.538e-05  3.25
SH  42.0 200.0   820.64  14.766    9.538e-05  3.25
SH  42.0 210.0   820.64  14.766    9.538e-05  3.25
SH  42.0 220.0   812.79  14.554    9.527e-05  3.08
SH  42.0 230.0   812.79  14.554    9.527e-05  3.08
SH  42.0 240.0   812.79  14.554    9.527e-05  3.08
SH  42.0 250.0   812.79  14.554    9.527e-05  3.08
SH  42.0 260.0   812.79  14.554    9.527e-05  3.08
SH  42.0 270.0   804.19  14.554    8.823e-05  2.99
SH  42.0 280.0   804.19  14.554    8.823e-05  2.99
SH  42.0 290.0   804.19  14.554    8.823e-05  2.99
SH  42.0 300.0   804.19  14.554    8.823e-05  2.99
SH  42.0 310.0   804.19  14.554    8.823e-05  2.99
SH  42.0 320.0   795.91  14.554    9.198e-05  2.90
SH  42.0 330.0   795.91  14.554    9.198e-05  2.90
SH  42.0 340.0   795.91  14.554    9.198e-05  2.90
SH  42.0 350.0   795.91  14.554    9.198e-05  2.90
SH  42.0 360.0   795.91  14.554    9.198e-05  2.90
SH  42.0 370.0   787.94  14.554    0.0001068  2.81
SH  42.0 380.0   787.94  14.554    0.0001068  2.81
SH  42.0 390.0   787.94  14.554    0.0001068  2.81
SH  42.0 400.0   787.94  14.554    0.0001068  2.81
SH  42.0 410.0   787.94  14.554    0.0001068  2.81
SH  42.0 420.0   780.27  14.554    0.0001205  2.73
SH  42.0 430.0   780.27  14.554    0.0001205  2.73
SH  42.0 440.0   780.27  14.554    0.0001205  2.73
SH  42.0 450.0   780.27  14.554    0.0001205  2.73
SH  42.0 460.0   780.27  14.554    0.0001205  2.73
SH  42.0 470.0   773.51  14.346    0.0001244  2.64
SH  42.0 480.0   773.51  14.346    0.0001244  2.64
SH  42.0 490.0   773.51  14.346    0.0001244  2.64
SH  42.0 500.0   773.51  14.346    0.0001244  2.64
SH  42.0 510.0   773.51  14.346    0.0001244  2.64
SH  42.0 520.0   767.01  14.346    0.0001168  2.58
SH  42.0 530.0   767.01  14.346    0.0001168  2.58
SH  42.0 540.0   767.01  14.346    0.0001168  2.58
SH  42.0 550.0   767.01  14.346    0.0001168  2.58
SH  42.0 560.0   767.01  14.346    0.0001168  2.58
SH  42.0 570.0   760.85  14.346    0.0001375  2.51
SH  42.0 580.0   760.85  14.346    0.0001375  2.51
SH  42.0 590.0   760.85  14.346    0.0001375  2.51
SH  42.0 600.0   760.85  14.346    0.0001375  2.51
SH  42.0 610.0   760.85  14.346    0.0001375  2.51
SH  42.0 620.0   755.05  14.346    0.0001458  2.44
SH  42.0 630.0   755.05  14.346    0.0001458  2.44
SH  42.0 640.0   755.05  14.346    0.0001458  2.44
SH  42.0 650.0   755.05  14.346    0.0001458  2.44
SH  42.0 660.0   755.05  14.346    0.0001458  2.44
SH  42.0 670.0   749.54  14.142    0.0001769  2.37
SH  42.0 680.0   749.54  14.142    0.0001769  2.37
SH  42.0 690.0   749.54  14.142    0.0001769  2.37
SH  42.0 700.0   749.54  14.142    0.0001769  2.37
SH  42.0 710.0   749.54  14.142    0.0001769  2.37
SH  42.0 720.0   745.29  14.142    0.0001916  2.36
SH  42.0 730.0   745.29  14.142    0.0001916  2.36
SH  42.0 740.0   745.29  14.142    0.0001916  2.36
SH  42.0 750.0   745.29  14.142    0.0001916  2.36
SH  42.0 760.0   745.29  14.142    0.0001916  2.36
SH  42.0 770.0   741.49  14.142    0.0002106  2.36
SH  42.0 780.0   741.49  14.142    0.0002106  2.36
SH  42.0 790.0   741.49  14.142    0.0002106  2.36
SH  42.0 800.0   741.49  14.142    0.0002106  2.36
SH  43.0   0.0   866.88  14.766    6.319e-05  3.55
SH  43.0  10.0   866.88  14.766    6.319e-05  3.55
SH  43.0  20.0   866.88  14.766    6.319e-05  3.55
SH  43.0  30.0   861.75  14.766    7.294e-05  3.51
SH  43.0  40.0   858.41  14.766    9.105e-05  3.50
SH  43.0  50.0   858.41  14.766    9.105e-05  3.50
SH  43.0  60.0   858.41  14.766    9.105e-05  3.50
SH  43.0  70.0   858.41  14.766    9.105e-05  3.50
SH  43.0  80.0   850.80  14.554    9.078e-05  3.46
SH  43.0  90.0   850.80  14.554    9.078e-05  3.46
SH  43.0 100.0   850.80  14.554    9.078e-05  3.46
SH  43.0 110.0   850.80  14.554    9.078e-05  3.46
SH  43.0 120.0   850.80  14.554    9.078e-05  3.46
SH  43.0 130.0   843.22  14.554     8.17e-05  3.42
SH  43.0 140.0   843.22  14.554     8.17e-05  3.42
SH  43.0 150.0   843.22  14.554     8.17e-05  3.42
SH  43.0 160.0   843.22  14.554     8.17e-05  3.42
SH  43.0 170.0   835.25  14.554    8.272e-05  3.26
SH  43.0 180.0   835.25  14.554    8.272e-05  3.26
SH  43.0 190.0   835.25  14.554    8.272e-05  3.26
SH  43.0 200.0   835.25  14.554    8.272e-05  3.26
SH  43.0 210.0   835.25  14.554    8.272e-05  3.26
SH  43.0 220.0   827.34  14.554    8.391e-05  3.11
SH  43.0 230.0   827.34  14.554    8.391e-05  3.11
SH  43.0 240.0   827.34  14.554    8.391e-05  3.11
SH  43.0 250.0   827.34  14.554    8.391e-05  3.11
SH  43.0 260.0   827.34  14.554    8.391e-05  3.11
SH  43.0 270.0   818.75  14.554    9.722e-05  3.02
SH  43.0 280.0   818.75  14.554    9.722e-05  3.02
SH  43.0 290.0   818.75  14.554    9.722e-05  3.02
SH  43.0 300.0   818.75  14.554    9.722e-05  3.02
SH  43.0 310.0   818.75  14.554    9.722e-05  3.02
SH  43.0 320.0   810.47  14.554    0.0001014  2.93
SH  43.0 330.0   810.47  14.554    0.0001014  2.93
SH  43.0 340.0   810.47  14.554    0.0001014  2.93
SH  43.0 350.0   810.47  14.554    0.0001014  2.93
SH  43.0 360.0   810.47  14.554    0.0001014  2.93
SH  43.0 370.0   802.47  14.346    0.0001039  2.83
SH  43.0 380.0   802.47  14.346    0.0001039  2.83
SH  43.0 390.0   802.47  14.346    0.0001039  2.83
SH  43.0 400.0   802.47  14.346    0.0001039  2.83
SH  43.0 410.0   802.47  14.346    0.0001039  2.83
SH  43.0 420.0   794.71  14.346    0.0001041  2.74
SH  43.0 430.0   794.71  14.346    0.0001041  2.74
SH  43.0 440.0   794.71  14.346    0.0001041  2.74
SH  43.0 450.0   794.71  14.346    0.0001041  2.74
SH  43.0 460.0   794.71  14.346    0.0001041  2.74
SH  43.0 470.0   787.86  14.346     0.000122  2.67
SH  43.0 480.0   787.86  14.346     0.000122  2.67
SH  43.0 490.0   787.86  14.346     0.000122  2.67
SH  43.0 500.0   787.86  14.346     0.000122  2.67
SH  43.0 510.0   787.86  14.346     0.000122  2.67
SH  43.0 520.0   781.35  14.346    0.0001288  2.60
SH  43.0 530.0   781.35  14.346    0.0001288  2.60
SH  43.0 540.0   781.35  14.346    0.0001288  2.60
SH  43.0 550.0   781.35  14.346    0.0001288  2.60
SH  43.0 560.0   781.35  14.346    0.0001288  2.60
SH  43.0 570.0   775.18  14.142     0.000133  2.53
SH  43.0 580.0   775.18  14.142     0.000133  2.53
SH  43.0 590.0   775.18  14.142     0.000133  2.53
SH  43.0 600.0   775.18  14.142     0.000133  2.53
SH  43.0 610.0   775.18  14.142     0.000133  2.53
SH  43.0 620.0   769.26  14.142    0.0001408  2.46
SH  43.0 630.0   769.26  14.142    0.0001408  2.46
SH  43.0 640.0   769.26  14.142    0.0001408  2.46
SH  43.0 650.0   769.26  14.142    0.0001408  2.46
SH  43.0 660.0   769.26  14.142    0.0001408  2.46
SH  43.0 670.0   763.69  14.142    0.0001737  2.39
SH  43.0 680.0   763.69  14.142    0.0001737  2.39
SH  43.0 690.0   763.69  14.142    0.0001737  2.39
SH  43.0 700.0   763.69  14.142    0.0001737  2.39
SH  43.0 710.0   763.69  14.142    0.0001737  2.39
SH  43.0 720.0   759.43  13.942    0.0001826  2.38
SH  43.0 730.0   759.43  13.942    0.0001826  2.38
SH  43.0 740.0   759.43  13.942    0.0001826  2.38
SH  43.0 750.0   759.43  13.942    0.0001826  2.38
SH  43.0 760.0   759.43  13.942    0.0001826  2.38
SH  43.0 770.0   755.44  13.942    0.0001774  2.38
SH  43.0 780.0   755.44  13.942    0.0001774  2.38
SH  43.0 790.0   755.44  13.942    0.0001774  2.38
SH  43.0 800.0   755.44  13.942    0.0001774  2.38
SH  44.0   0.0   881.50  14.554    5.507e-05  3.56
SH  44.0  10.0   881.50  14.554    5.507e-05  3.56
SH  44.0  20.0   881.50  14.554    5.507e-05  3.56
SH  44.0  30.0   876.35  14.554    6.349e-05  3.52
SH  44.0  40.0   872.99  14.554    7.903e-05  3.51
SH  44.0  50.0   872.99  14.554    7.903e-05  3.51
SH  44.0  60.0   872.99  14.554    7.903e-05  3.51
SH  44.0  70.0   872.99  14.554    7.903e-05  3.51
SH  44.0  80.0   865.36  14.554    8.898e-05  3.49
SH  44.0  90.0   865.36  14.554    8.898e-05  3.49
SH  44.0 100.0   865.36  14.554    8.898e-05  3.49
SH  44.0 110.0   865.36  14.554    8.898e-05  3.49
SH  44.0 120.0   865.36  14.554    8.898e-05  3.49
SH  44.0 130.0   857.77  14.554    9.006e-05  3.45
SH  44.0 140.0   857.77  14.554    9.006e-05  3.45
SH  44.0 150.0   857.77  14.554    9.006e-05  3.45
SH  44.0 160.0   857.77  14.554    9.006e-05  3.45
SH  44.0 170.0   849.81  14.554    9.118e-05  3.29
SH  44.0 180.0   849.81  14.554    9.118e-05  3.29
SH  44.0 190.0   849.81  14.554    9.118e-05  3.29
SH  44.0 200.0   849.81  14.554    9.118e-05  3.29
SH  44.0 210.0   849.81  14.554    9.118e-05  3.29
SH  44.0 220.0   841.90  14.554    9.249e-05  3.14
SH  44.0 230.0   841.90  14.554    9.249e-05  3.14
SH  44.0 240.0   841.90  14.554    9.249e-05  3.14
SH  44.0 250.0   841.90  14.554    9.249e-05  3.14
SH  44.0 260.0   841.90  14.554    9.249e-05  3.14
SH  44.0 270.0   833.23  14.346    9.482e-05  3.03
SH  44.0 280.0   833.23  14.346    9.482e-05  3.03
SH  44.0 290.0   833.23  14.346    9.482e-05  3.03
SH  44.0 300.0   833.23  14.346    9.482e-05  3.03
SH  44.0 310.0   833.23  14.346    9.482e-05  3.03
SH  44.0 320.0   824.87  14.346    8.787e-05  2.94
SH  44.0 330.0   824.87  14.346    8.787e-05  2.94
SH  44.0 340.0   824.87  14.346    8.787e-05  2.94
SH  44.0 350.0   824.87  14.346    8.787e-05  2.94
SH  44.0 360.0   824.87  14.346    8.787e-05  2.94
SH  44.0 370.0   816.81  14.346     0.000102  2.86
SH  44.0 380.0   816.81  14.346     0.000102  2.86
SH  44.0 390.0   816.81  14.346     0.000102  2.86
SH  44.0 400.0   816.81  14.346     0.000102  2.86
SH  44.0 410.0   816.81  14.346     0.000102  2.86
SH  44.0 420.0   809.06  14.346    0.0001148  2.77
SH  44.0 430.0   809.06  14.346    0.0001148  2.77
SH  44.0 440.0   809.06  14.346    0.0001148  2.77
SH  44.0 450.0   809.06  14.346    0.0001148  2.77
SH  44.0 460.0   809.06  14.346    0.0001148  2.77
SH  44.0 470.0   802.20  14.346    0.0001209  2.70
SH  44.0 480.0   802.20  14.346    0.0001209  2.70
SH  44.0 490.0   802.20  14.346    0.0001209  2.70
SH  44.0 500.0   802.20  14.346    0.0001209  2.70
SH  44.0 510.0   802.20  14.346    0.0001209  2.70
SH  44.0 520.0   795.60  14.142    0.0001248  2.62
SH  44.0 530.0   795.60  14.142    0.0001248  2.62
SH  44.0 540.0   795.60  14.142    0.0001248  2.62
SH  44.0 550.0   795.60  14.142    0.0001248  2.62
SH  44.0 560.0   795.60  14.142    0.0001248  2.62
SH  44.0 570.0   789.33  14.142    0.0001307  2.56
SH  44.0 580.0   789.33  14.142    0.0001307  2.56
SH  44.0 590.0   789.33  14.142    0.0001307  2.56
SH  44.0 600.0   789.33  14.142    0.0001307  2.56
SH  44.0 610.0   789.33  14.142    0.0001307  2.56
SH  44.0 620.0   783.40  14.142    0.0001383  2.49
SH  44.0 630.0   783.40  14.142    0.0001383  2.49
SH  44.0 640.0   783.40  14.142    0.0001383  2.49
SH  44.0 650.0   783.40  14.142    0.0001383  2.49
SH  44.0 660.0   783.40  14.142    0.0001383  2.49
SH  44.0 670.0   777.79  13.942    0.0001665  2.42
SH  44.0 680.0   777.79  13.942    0.0001665  2.42
SH  44.0 690.0   777.79  13.942    0.0001665  2.42
SH  44.0 700.0   777.79  13.942    0.0001665  2.42
SH  44.0 710.0   777.79  13.942    0.0001665  2.42
SH  44.0 720.0   773.37  13.942    0.0001793  2.41
SH  44.0 730.0   773.37  13.942    0.0001793  2.41
SH  44.0 740.0   773.37  13.942    0.0001793  2.41
SH  44.0 750.0   773.37  13.942    0.0001793  2.41
SH  44.0 760.0   773.37  13.942    0.0001793  2.41
SH  44.0 770.0   769.38  13.942    0.0001957  2.41
SH  44.0 780.0   769.38  13.942    0.0001957  2.41
SH  44.0 790.0   769.38  13.942    0.0001957  2.41
SH  44.0 800.0   769.38  13.942    0.0001957  2.41
SH  45.0   0.0   896.06  14.554    6.072e-05  3.59
SH  45.0  10.0   896.06  14.554    6.072e-05  3.59
SH  45.0  20.0   896.06  14.554    6.072e-05  3.59
SH  45.0  30.0   890.91  14.554        7e-05  3.55
SH  45.0  40.0   887.54  14.554    8.714e-05  3.54
SH  45.0  50.0   887.54  14.554    8.714e-05  3.54
SH  45.0  60.0   887.54  14.554    8.714e-05  3.54
SH  45.0  70.0   887.54  14.554    8.714e-05  3.54
SH  45.0  80.0   879.90  14.346     8.69e-05  3.50
SH  45.0  90.0   879.90  14.346     8.69e-05  3.50
SH  45.0 100.0   879.90  14.346     8.69e-05  3.50
SH  45.0 110.0   879.90  14.346     8.69e-05  3.50
SH  45.0 120.0   879.90  14.346     8.69e-05  3.50
SH  45.0 130.0   872.26  14.346    8.794e-05  3.46
SH  45.0 140.0   872.26  14.346    8.794e-05  3.46
SH  45.0 150.0   872.26  14.346    8.794e-05  3.46
SH  45.0 160.0   872.26  14.346    8.794e-05  3.46
SH  45.0 170.0   864.23  14.346    7.919e-05  3.30
SH  45.0 180.0   864.23  14.346    7.919e-05  3.30
SH  45.0 190.0   864.23  14.346    7.919e-05  3.30
SH  45.0 200.0   864.23  14.346    7.919e-05  3.30
SH  45.0 210.0   864.23  14.346    7.919e-05  3.30
SH  45.0 220.0   856.25  14.346    8.942e-05  3.15
SH  45.0 230.0   856.25  14.346    8.942e-05  3.15
SH  45.0 240.0   856.25  14.346    8.942e-05  3.15
SH  45.0 250.0   856.25  14.346    8.942e-05  3.15
SH  45.0 260.0   856.25  14.346    8.942e-05  3.15
SH  45.0 270.0   847.58  14.346    9.307e-05  3.06
SH  45.0 280.0   847.58  14.346    9.307e-05  3.06
SH  45.0 290.0   847.58  14.346    9.307e-05  3.06
SH  45.0 300.0   847.58  14.346    9.307e-05  3.06
SH  45.0 310.0   847.58  14.346    9.307e-05  3.06
SH  45.0 320.0   839.22  14.346    9.696e-05  2.97
SH  45.0 330.0   839.22  14.346    9.696e-05  2.97
SH  45.0 340.0   839.22  14.346    9.696e-05  2.97
SH  45.0 350.0   839.22  14.346    9.696e-05  2.97
SH  45.0 360.0   839.22  14.346    9.696e-05  2.97
SH  45.0 370.0   831.14  14.142    9.941e-05  2.87
SH  45.0 380.0   831.14  14.142    9.941e-05  2.87
SH  45.0 390.0   831.14  14.142    9.941e-05  2.87
SH  45.0 400.0   831.14  14.142    9.941e-05  2.87
SH  45.0 410.0   831.14  14.142    9.941e-05  2.87
SH  45.0 420.0   823.30  14.142    0.0001116  2.79
SH  45.0 430.0   823.30  14.142    0.0001116  2.79
SH  45.0 440.0   823.30  14.142    0.0001116  2.79
SH  45.0 450.0   823.30  14.142    0.0001116  2.79
SH  45.0 460.0   823.30  14.142    0.0001116  2.79
SH  45.0 470.0   816.35  14.142    0.0001164  2.72
SH  45.0 480.0   816.35  14.142    0.0001164  2.72
SH  45.0 490.0   816.35  14.142    0.0001164  2.72
SH  45.0 500.0   816.35  14.142    0.0001164  2.72
SH  45.0 510.0   816.35  14.142    0.0001164  2.72
SH  45.0 520.0   809.74  14.142    0.0001227  2.65
SH  45.0 530.0   809.74  14.142    0.0001227  2.65
SH  45.0 540.0   809.74  14.142    0.0001227  2.65
SH  45.0 550.0   809.74  14.142    0.0001227  2.65
SH  45.0 560.0   809.74  14.142    0.0001227  2.65
SH  45.0 570.0   803.47  14.142    0.0001295  2.58
SH  45.0 580.0   803.47  14.142    0.0001295  2.58
SH  45.0 590.0   803.47  14.142    0.0001295  2.58
SH  45.0 600.0   803.47  14.142    0.0001295  2.58
SH  45.0 610.0   803.47  14.142    0.0001295  2.58
SH  45.0 620.0   797.43  13.942    0.0001338  2.51
SH  45.0 630.0   797.43  13.942    0.0001338  2.51
SH  45.0 640.0   797.43  13.942    0.0001338  2.51
SH  45.0 650.0   797.43  13.942    0.0001338  2.51
SH  45.0 660.0   797.43  13.942    0.0001338  2.51
SH  45.0 670.0   791.73  13.942    0.0001636  2.45
SH  45.0 680.0   791.73  13.942    0.0001636  2.45
SH  45.0 690.0   791.73  13.942    0.0001636  2.45
SH  45.0 700.0   791.73  13.942    0.0001636  2.45
SH  45.0 710.0   791.73  13.942    0.0001636  2.45
SH  45.0 720.0   787.31  13.744    0.0001715  2.44
SH  45.0 730.0   787.31  13.744    0.0001715  2.44
SH  45.0 740.0   787.31  13.744    0.0001715  2.44
SH  45.0 750.0   787.31  13.744    0.0001715  2.44
SH  45.0 760.0   787.31  13.744    0.0001715  2.44
SH  45.0 770.0   783.15  13.744    0.0001844  2.43
SH  45.0 780.0   783.15  13.744    0.0001844  2.43
SH  45.0 790.0   783.15  13.744    0.0001844  2.43
SH  45.0 800.0   783.15  13.744    0.0001844  2.43
SH  46.0   0.0   910.49  14.346    5.955e-05  3.60
SH  46.0  10.0   910.49  14.346    5.955e-05  3.60
SH  46.0  20.0   910.49  14.346    5.955e-05  3.60
SH  46.0  30.0   905.32  14.346      6.1e-05  3.56
SH  46.0  40.0   901.94  14.346    8.432e-05  3.55
SH  46.0  50.0   901.94  14.346    8.432e-05  3.55
SH  46.0  60.0   901.94  14.346    8.432e-05  3.55
SH  46.0  70.0   901.94  14.346    8.432e-05  3.55
SH  46.0  80.0   894.25  14.346    8.532e-05  3.53
SH  46.0  90.0   894.25  14.346    8.532e-05  3.53
SH  46.0 100.0   894.25  14.346    8.532e-05  3.53
SH  46.0 110.0   894.25  14.346    8.532e-05  3.53
SH  46.0 120.0   894.25  14.346    8.532e-05  3.53
SH  46.0 130.0   886.61  14.346    8.635e-05  3.49
SH  46.0 140.0   886.61  14.346    8.635e-05  3.49
SH  46.0 150.0   886.61  14.346    8.635e-05  3.49
SH  46.0 160.0   886.61  14.346    8.635e-05  3.49
SH  46.0 170.0   878.57  14.346    8.741e-05  3.33
SH  46.0 180.0   878.57  14.346    8.741e-05  3.33
SH  46.0 190.0   878.57  14.346    8.741e-05  3.33
SH  46.0 200.0   878.57  14.346    8.741e-05  3.33
SH  46.0 210.0   878.57  14.346    8.741e-05  3.33
SH  46.0 220.0   870.60  14.346    8.865e-05  3.18
SH  46.0 230.0   870.60  14.346    8.865e-05  3.18
SH  46.0 240.0   870.60  14.346    8.865e-05  3.18
SH  46.0 250.0   870.60  14.346    8.865e-05  3.18
SH  46.0 260.0   870.60  14.346    8.865e-05  3.18
SH  46.0 270.0   861.86  14.142    9.087e-05  3.08
SH  46.0 280.0   861.86  14.142    9.087e-05  3.08
SH  46.0 290.0   861.86  14.142    9.087e-05  3.08
SH  46.0 300.0   861.86  14.142    9.087e-05  3.08
SH  46.0 310.0   861.86  14.142    9.087e-05  3.08
SH  46.0 320.0   853.42  14.142    0.0001032  2.99
SH  46.0 330.0   853.42  14.142    0.0001032  2.99
SH  46.0 340.0   853.42  14.142    0.0001032  2.99
SH  46.0 350.0   853.42  14.142    0.0001032  2.99
SH  46.0 360.0   853.42  14.142    0.0001032  2.99
SH  46.0 370.0   845.29  14.142    9.772e-05  2.90
SH  46.0 380.0   845.29  14.142    9.772e-05  2.90
SH  46.0 390.0   845.29  14.142    9.772e-05  2.90
SH  46.0 400.0   845.29  14.142    9.772e-05  2.90
SH  46.0 410.0   845.29  14.142    9.772e-05  2.90
SH  46.0 420.0   837.44  14.142    0.0001097  2.82
SH  46.0 430.0   837.44  14.142    0.0001097  2.82
SH  46.0 440.0   837.44  14.142    0.0001097  2.82
SH  46.0 450.0   837.44  14.142    0.0001097  2.82
SH  46.0 460.0   837.44  14.142    0.0001097  2.82
SH  46.0 470.0   830.49  14.142    0.0001154  2.75
SH  46.0 480.0   830.49  14.142    0.0001154  2.75
SH  46.0 490.0   830.49  14.142    0.0001154  2.75
SH  46.0 500.0   830.49  14.142    0.0001154  2.75
SH  46.0 510.0   830.49  14.142    0.0001154  2.75
SH  46.0 520.0   823.79  13.942    0.0001191  2.67
SH  46.0 530.0   823.79  13.942    0.0001191  2.67
SH  46.0 540.0   823.79  13.942    0.0001191  2.67
SH  46.0 550.0   823.79  13.942    0.0001191  2.67
SH  46.0 560.0   823.79  13.942    0.0001191  2.67
SH  46.0 570.0   817.41  13.942    0.0001245  2.61
SH  46.0 580.0   817.41  13.942    0.0001245  2.61
SH  46.0 590.0   817.41  13.942    0.0001245  2.61
SH  46.0 600.0   817.41  13.942    0.0001245  2.61
SH  46.0 610.0   817.41  13.942    0.0001245  2.61
SH  46.0 620.0   811.37  13.942    0.0001315  2.54
SH  46.0 630.0   811.37  13.942    0.0001315  2.54
SH  46.0 640.0   811.37  13.942    0.0001315  2.54
SH  46.0 650.0   811.37  13.942    0.0001315  2.54
SH  46.0 660.0   811.37  13.942    0.0001315  2.54
SH  46.0 670.0   805.62  13.744    0.0001572  2.47
SH  46.0 680.0   805.62  13.744    0.0001572  2.47
SH  46.0 690.0   805.62  13.744    0.0001572  2.47
SH  46.0 700.0   805.62  13.744    0.0001572  2.47
SH  46.0 710.0   805.62  13.744    0.0001572  2.47
SH  46.0 720.0   801.05  13.744    0.0001685  2.47
SH  46.0 730.0   801.05  13.744    0.0001685  2.47
SH  46.0 740.0   801.05  13.744    0.0001685  2.47
SH  46.0 750.0   801.05  13.744    0.0001685  2.47
SH  46.0 760.0   801.05  13.744    0.0001685  2.47
SH  46.0 770.0   796.89  13.744    0.0001828  2.46
SH  46.0 780.0   796.89  13.744    0.0001828  2.46
SH  46.0 790.0   796.89  13.744    0.0001828  2.46
SH  46.0 800.0   796.89  13.744    0.0001828  2.46
SH  47.0   0.0   924.83  14.346    5.849e-05  3.63
SH  47.0  10.0   924.83  14.346    5.849e-05  3.63
SH  47.0  20.0   924.83  14.346    5.849e-05  3.63
SH  47.0  30.0   919.66  14.346    6.735e-05  3.59
SH  47.0  40.0   916.29  14.346    8.362e-05  3.58
SH  47.0  50.0   916.29  14.346    8.362e-05  3.58
SH  47.0  60.0   916.29  14.346    8.362e-05  3.58
SH  47.0  70.0   916.29  14.346    8.362e-05  3.58
SH  47.0  80.0   908.58  14.142    8.341e-05  3.54
SH  47.0  90.0   908.58  14.142    8.341e-05  3.54
SH  47.0 100.0   908.58  14.142    8.341e-05  3.54
SH  47.0 110.0   908.58  14.142    8.341e-05  3.54
SH  47.0 120.0   908.58  14.142    8.341e-05  3.54
SH  47.0 130.0   900.88  14.142     8.44e-05  3.50
SH  47.0 140.0   900.88  14.142     8.44e-05  3.50
SH  47.0 150.0   900.88  14.142     8.44e-05  3.50
SH  47.0 160.0   900.88  14.142     8.44e-05  3.50
SH  47.0 170.0   892.79  14.142    9.319e-05  3.35
SH  47.0 180.0   892.79  14.142    9.319e-05  3.35
SH  47.0 190.0   892.79  14.142    9.319e-05  3.35
SH  47.0 200.0   892.79  14.142    9.319e-05  3.35
SH  47.0 210.0   892.79  14.142    9.319e-05  3.35
SH  47.0 220.0   884.75  14.142    8.589e-05  3.20
SH  47.0 230.0   884.75  14.142    8.589e-05  3.20
SH  47.0 240.0   884.75  14.142    8.589e-05  3.20
SH  47.0 250.0   884.75  14.142    8.589e-05  3.20
SH  47.0 260.0   884.75  14.142    8.589e-05  3.20
SH  47.0 270.0   876.00  14.142    8.935e-05  3.10
SH  47.0 280.0   876.00  14.142    8.935e-05  3.10
SH  47.0 290.0   876.00  14.142    8.935e-05  3.10
SH  47.0 300.0   876.00  14.142    8.935e-05  3.10
SH  47.0 310.0   876.00  14.142    8.935e-05  3.10
SH  47.0 320.0   867.57  14.142    9.303e-05  3.02
SH  47.0 330.0   867.57  14.142    9.303e-05  3.02
SH  47.0 340.0   867.57  14.142    9.303e-05  3.02
SH  47.0 350.0   867.57  14.142    9.303e-05  3.02
SH  47.0 360.0   867.57  14.142    9.303e-05  3.02
SH  47.0 370.0   859.41  13.942    9.536e-05  2.92
SH  47.0 380.0   859.41  13.942    9.536e-05  2.92
SH  47.0 390.0   859.41  13.942    9.536e-05  2.92
SH  47.0 400.0   859.41  13.942    9.536e-05  2.92
SH  47.0 410.0   859.41  13.942    9.536e-05  2.92
SH  47.0 420.0   851.48  13.942    0.0001068  2.84
SH  47.0 430.0   851.48  13.942    0.0001068  2.84
SH  47.0 440.0   851.48  13.942    0.0001068  2.84
SH  47.0 450.0   851.48  13.942    0.0001068  2.84
SH  47.0 460.0   851.48  13.942    0.0001068  2.84
SH  47.0 470.0   844.44  13.942    0.0001113  2.77
SH  47.0 480.0   844.44  13.942    0.0001113  2.77
SH  47.0 490.0   844.44  13.942    0.0001113  2.77
SH  47.0 500.0   844.44  13.942    0.0001113  2.77
SH  47.0 510.0   844.44  13.942    0.0001113  2.77
SH  47.0 520.0   837.73  13.942    0.0001171  2.70
SH  47.0 530.0   837.73  13.942    0.0001171  2.70
SH  47.0 540.0   837.73  13.942    0.0001171  2.70
SH  47.0 550.0   837.73  13.942    0.0001171  2.70
SH  47.0 560.0   837.73  13.942    0.0001171  2.70
